approach,scenario,run,failure_time,orphan_total,successful_realloc,failed_realloc,tasks_quorum_ok,tasks_quorum_fail,connectivity_index
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,28,211.334,15,15,0,6,30,1.0
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,29,491.915,24,24,0,11,3,1.0
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,30,284.764,53,52,1,6,30,0.9811
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,31,223.887,38,37,1,10,5,0.9737
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,32,405.124,48,44,4,8,18,0.9167
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,33,464.751,24,23,1,8,18,0.9583
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,34,256.637,52,49,3,10,5,0.9423
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,35,474.776,32,30,2,10,5,0.9375
intuitive,cenario1_tempo_fixo/310s_10percent,1,320.0,24,24,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,2,320.0,22,22,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,3,320.0,7,7,0,10,6,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,4,320.0,21,21,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,5,320.0,30,30,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,6,320.0,35,35,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,7,320.0,9,9,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,8,320.0,20,20,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,9,320.0,21,21,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,10,320.0,11,11,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,11,320.0,33,33,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,12,320.0,23,23,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,13,320.0,8,8,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,14,320.0,23,23,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,15,320.0,19,19,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,16,320.0,11,11,0,6,30,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,17,320.0,26,26,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,18,320.0,18,18,0,5,37,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,19,320.0,18,18,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,20,320.0,23,23,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,21,320.0,11,11,0,6,30,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,22,320.0,26,26,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,23,320.0,6,6,0,11,3,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,24,320.0,12,12,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,25,320.0,7,7,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,26,320.0,18,18,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,27,320.0,17,17,0,7,29,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,28,320.0,81,0,0,11,0,0.0
intuitive,cenario1_tempo_fixo/310s_10percent,29,320.0,15,15,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,30,320.0,20,20,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,31,320.0,37,37,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,32,320.0,16,16,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,33,320.0,21,21,0,5,37,1.0
intuitive,cenario1_tempo_fixo/310s_10percent,34,320.0,93,0,0,11,0,0.0
intuitive,cenario1_tempo_fixo/310s_10percent,35,320.0,28,28,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,1,320.0,20,20,0,11,3,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,2,320.0,26,26,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,3,320.0,18,18,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,4,320.0,46,46,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,5,320.0,26,26,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,6,320.0,68,68,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,7,320.0,27,27,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,8,320.0,8,8,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,9,320.0,28,28,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,10,320.0,20,20,0,4,43,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,11,320.0,140,140,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,12,320.0,18,18,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,13,320.0,46,46,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,14,320.0,26,26,0,11,2,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,15,320.0,46,46,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,16,320.0,28,28,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,17,320.0,33,33,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,18,320.0,32,32,0,11,3,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,19,320.0,9,9,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,20,320.0,25,25,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,21,320.0,26,26,0,11,2,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,22,320.0,42,42,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,23,320.0,25,25,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,24,320.0,39,39,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,25,320.0,25,25,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,26,320.0,13,13,0,11,3,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,27,320.0,50,50,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,28,320.0,155,0,0,11,0,0.0
intuitive,cenario1_tempo_fixo/310s_20percent,29,320.0,43,43,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,30,320.0,22,22,0,5,37,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,31,320.0,47,47,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,32,320.0,35,35,0,10,7,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,33,320.0,5,5,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,34,320.0,32,32,0,8,22,1.0
intuitive,cenario1_tempo_fixo/310s_20percent,35,320.0,34,34,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,1,320.0,105,105,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,2,320.0,17,17,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,3,320.0,39,39,0,5,37,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,4,320.0,63,63,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,5,320.0,77,77,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,6,320.0,44,44,0,10,6,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,7,320.0,51,51,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,8,320.0,62,62,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,9,320.0,59,59,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,10,320.0,47,47,0,4,43,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,11,320.0,200,200,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,12,320.0,36,36,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,13,320.0,60,60,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,14,320.0,40,40,0,6,30,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,15,320.0,51,51,0,10,8,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,16,320.0,22,22,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,17,320.0,37,37,0,6,30,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,18,320.0,62,62,0,11,3,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,19,320.0,44,44,0,11,2,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,20,320.0,62,62,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,21,320.0,64,64,0,5,37,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,22,320.0,79,79,0,9,11,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,23,320.0,50,50,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,24,320.0,70,70,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,25,320.0,37,37,0,11,0,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,26,320.0,77,77,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,27,320.0,30,30,0,9,14,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,28,320.0,200,0,0,11,0,0.0
intuitive,cenario1_tempo_fixo/310s_30percent,29,320.0,57,57,0,10,5,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,30,320.0,53,53,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,31,320.0,55,55,0,11,1,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,32,320.0,51,51,0,6,30,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,33,320.0,33,33,0,8,18,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,34,320.0,42,42,0,7,24,1.0
intuitive,cenario1_tempo_fixo/310s_30percent,35,320.0,25,25,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,1,531.494,7,7,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,2,194.744,15,15,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,3,542.453,14,14,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,4,345.244,46,46,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,5,517.281,23,23,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,6,437.177,60,60,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,7,224.867,23,23,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,8,403.124,17,17,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,9,447.097,44,44,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,10,580.055,17,17,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,11,599.793,90,90,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,12,586.195,34,34,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,13,552.609,37,37,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,14,225.371,20,20,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,15,545.519,24,24,0,6,30,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,16,461.514,11,11,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,17,576.894,45,45,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,18,459.985,33,33,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,19,482.539,20,20,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,20,557.046,24,24,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,21,241.994,23,23,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,22,533.077,8,8,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,23,255.887,24,24,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,24,583.663,33,33,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,25,203.483,19,19,0,5,37,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,26,374.684,23,23,0,10,6,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,27,353.765,13,13,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,28,589.715,167,0,0,11,0,0.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,29,378.19,18,18,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,30,220.799,10,10,0,5,37,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,31,249.178,20,20,0,6,30,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,32,309.696,16,16,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,33,598.065,24,24,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,34,256.495,9,9,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_10percent,35,447.276,6,6,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,1,433.727,41,41,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,2,491.831,43,43,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,3,346.701,50,50,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,4,551.527,40,40,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,5,237.175,39,39,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,6,372.825,79,79,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,7,392.793,44,44,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,8,233.514,13,13,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,9,339.733,30,30,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,10,536.273,30,30,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,11,558.287,60,60,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,12,268.128,20,20,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,13,565.019,41,41,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,14,401.111,25,25,0,11,2,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,15,560.12,52,52,0,11,2,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,16,478.222,19,19,0,6,30,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,17,276.349,22,22,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,18,558.085,21,21,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,19,478.135,51,51,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,20,367.966,21,21,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,21,458.092,49,49,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,22,383.816,23,23,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,23,367.023,41,41,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,24,582.167,30,30,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,25,533.431,41,41,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,26,431.071,40,40,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,27,475.238,18,18,0,6,30,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,28,385.889,174,174,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,29,485.754,25,25,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,30,576.988,45,45,0,11,3,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,31,514.343,51,51,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,32,525.609,30,30,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,33,197.262,15,15,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,34,565.405,200,200,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_20percent,35,598.578,38,38,0,11,3,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,1,345.493,50,50,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,2,511.49,21,21,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,3,449.863,31,31,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,4,306.325,50,50,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,5,451.483,42,42,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,6,449.318,123,123,0,11,1,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,7,484.817,55,55,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,8,555.693,71,71,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,9,336.61,40,40,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,10,556.779,60,60,0,11,3,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,11,271.057,184,184,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,12,311.634,43,43,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,13,477.295,46,46,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,14,389.496,65,65,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,15,397.793,43,43,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,16,251.378,29,29,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,17,390.793,53,53,0,10,9,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,18,312.411,36,36,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,19,495.228,46,46,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,20,357.321,45,45,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,21,317.498,50,50,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,22,289.173,45,45,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,23,362.266,46,46,0,4,43,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,24,555.165,68,68,0,10,9,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,25,554.393,70,70,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,26,343.782,68,68,0,9,11,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,27,448.155,60,60,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,28,345.978,181,181,0,11,0,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,29,377.782,54,54,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,30,350.961,38,38,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,31,333.653,43,43,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,32,362.676,41,41,0,7,24,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,33,366.571,41,41,0,10,5,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,34,501.919,41,41,0,8,18,1.0
intuitive,cenario2_tempo_aleatorio/180-600s_30percent,35,202.022,18,18,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,1,564.293,33,33,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,2,608.186,77,77,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,3,569.313,24,24,0,11,3,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,4,522.437,42,42,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,5,318.151,17,17,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,6,369.58,67,67,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,7,330.405,40,40,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,8,467.984,16,16,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,9,507.525,63,63,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,10,285.667,33,33,0,9,11,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,11,451.0,127,127,0,11,0,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,12,337.004,29,29,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,13,455.284,78,78,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,14,572.414,69,69,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,15,599.958,45,45,0,6,30,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,16,295.35,43,43,0,4,43,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,17,292.22,11,11,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,18,453.804,16,16,0,11,3,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,19,444.382,57,57,0,9,11,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,20,389.15,26,26,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,21,306.015,39,39,0,9,11,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,22,417.088,22,22,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,23,418.296,37,37,0,9,11,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,24,470.988,113,113,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,25,476.282,78,78,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,26,542.843,44,44,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,27,586.229,25,25,0,9,11,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,28,331.208,116,116,0,11,0,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,29,497.189,23,23,0,7,24,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,30,597.872,44,44,0,7,24,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,31,434.65,56,56,0,10,5,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,32,366.454,24,24,0,11,1,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,33,412.105,47,47,0,8,18,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,34,534.425,7,7,0,11,2,1.0
intuitive,cenario3_tudo_aleatorio/180-600s_10-30percent,35,338.878,17,17,0,11,1,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,1,320.0,30,30,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,2,320.0,31,29,2,11,0,0.9355
rl3.1,cenario1_tempo_fixo/310s_10percent,3,320.0,18,18,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,4,320.0,18,18,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,5,320.0,1,0,1,11,3,0.0
rl3.1,cenario1_tempo_fixo/310s_10percent,6,320.0,26,25,1,11,0,0.9615
rl3.1,cenario1_tempo_fixo/310s_10percent,7,320.0,23,23,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,8,320.0,7,6,1,11,1,0.8571
rl3.1,cenario1_tempo_fixo/310s_10percent,9,320.0,27,26,1,11,0,0.963
rl3.1,cenario1_tempo_fixo/310s_10percent,10,320.0,21,19,2,9,12,0.9048
rl3.1,cenario1_tempo_fixo/310s_10percent,11,320.0,33,33,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,12,320.0,21,21,0,11,1,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,13,320.0,26,26,0,11,1,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,14,320.0,37,37,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,15,320.0,25,25,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,16,320.0,18,18,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,17,320.0,7,7,0,8,18,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,18,320.0,18,18,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,19,320.0,13,12,1,11,1,0.9231
rl3.1,cenario1_tempo_fixo/310s_10percent,20,320.0,19,18,1,11,0,0.9474
rl3.1,cenario1_tempo_fixo/310s_10percent,21,320.0,32,29,3,11,1,0.9062
rl3.1,cenario1_tempo_fixo/310s_10percent,22,320.0,37,36,1,11,1,0.973
rl3.1,cenario1_tempo_fixo/310s_10percent,23,320.0,5,5,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,24,320.0,28,27,1,11,1,0.9643
rl3.1,cenario1_tempo_fixo/310s_10percent,25,320.0,19,18,1,10,5,0.9474
rl3.1,cenario1_tempo_fixo/310s_10percent,26,320.0,29,29,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,27,320.0,20,20,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,28,320.0,1,0,1,11,1,0.0
rl3.1,cenario1_tempo_fixo/310s_10percent,29,320.0,24,23,1,11,1,0.9583
rl3.1,cenario1_tempo_fixo/310s_10percent,30,320.0,29,27,2,11,1,0.931
rl3.1,cenario1_tempo_fixo/310s_10percent,31,320.0,12,12,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,32,320.0,13,13,0,8,18,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,33,320.0,19,19,0,10,5,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,34,320.0,12,12,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_10percent,35,320.0,17,17,0,11,0,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,1,320.0,22,20,2,11,0,0.9091
rl3.1,cenario1_tempo_fixo/310s_20percent,2,320.0,50,49,1,9,11,0.98
rl3.1,cenario1_tempo_fixo/310s_20percent,3,320.0,21,21,0,11,3,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,4,320.0,27,27,0,9,11,1.0
rl3.1,cenario1_tempo_fixo/310s_20percent,5,320.0,60,58,2,10,6,0.9667
