approach,scenario,run,failure_time,orphan_total,successful_realloc,failed_realloc,tasks_quorum_ok,tasks_quorum_fail,connectivity_index
with-fail,cenario1_tempo_fixo/310s_30percent,14,320.0,67,0,0,9,15,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,15,320.0,35,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,16,320.0,36,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,17,320.0,73,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,18,320.0,63,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,19,320.0,63,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,20,320.0,58,0,0,11,0,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,21,320.0,47,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,22,320.0,48,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,23,320.0,40,0,0,8,18,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,24,320.0,102,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,25,320.0,38,0,0,11,3,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,26,320.0,43,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,27,320.0,57,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,28,320.0,33,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,29,320.0,54,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,30,320.0,66,0,0,11,1,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,31,320.0,30,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,32,320.0,52,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,33,320.0,62,0,0,9,11,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,34,320.0,37,0,0,10,5,0.0
with-fail,cenario1_tempo_fixo/310s_30percent,35,320.0,29,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,1,331.173,28,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,2,323.764,21,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,3,374.336,6,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,4,268.599,20,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,5,209.001,10,0,0,6,30,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,6,482.726,13,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,7,334.06,15,0,0,9,13,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,8,236.591,23,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,9,566.549,16,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,10,400.157,51,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,11,276.817,20,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,12,448.985,42,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,13,588.504,19,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,14,457.388,38,0,0,10,9,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,15,450.761,13,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,16,407.223,18,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,17,445.191,30,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,18,275.076,16,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,19,345.279,19,0,0,9,14,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,20,564.581,34,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,21,581.063,25,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,22,470.968,25,0,0,11,2,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,23,218.15,18,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,24,299.269,6,0,0,10,7,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,25,473.841,34,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,26,601.942,6,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,27,507.343,14,0,0,11,3,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,28,222.18,12,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,29,459.781,21,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,30,555.191,18,0,0,11,2,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,31,539.052,26,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,32,597.967,27,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,33,222.63,24,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,34,473.575,10,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_10percent,35,446.931,26,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,1,468.553,31,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,2,202.223,15,0,0,10,9,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,3,423.777,47,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,4,365.476,50,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,5,473.109,41,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,6,240.044,14,0,0,10,7,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,7,546.303,15,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,8,404.322,15,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,9,541.861,81,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,10,581.528,55,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,11,243.861,40,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,12,293.454,50,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,13,591.276,53,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,14,319.477,27,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,15,295.738,15,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,16,207.676,13,0,0,11,2,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,17,463.043,26,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,18,498.046,38,0,0,6,30,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,19,461.84,42,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,20,417.311,16,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,21,565.25,66,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,22,482.236,67,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,23,460.717,30,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,24,323.527,62,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,25,265.425,23,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,26,520.471,24,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,27,216.268,18,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,28,255.547,17,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,29,594.96,50,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,30,601.091,42,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,31,425.625,19,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,32,551.056,41,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,33,494.153,66,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,34,252.156,37,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_20percent,35,252.307,30,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,1,401.285,52,0,0,10,6,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,2,209.694,30,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,3,268.682,47,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,4,376.072,67,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,5,422.811,24,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,6,398.015,62,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,7,409.108,55,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,8,304.871,62,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,9,525.137,67,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,10,560.79,47,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,11,338.069,72,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,12,496.067,63,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,13,485.852,87,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,14,284.183,67,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,15,448.703,62,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,16,519.808,45,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,17,353.362,29,0,0,8,19,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,18,310.185,55,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,19,582.194,58,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,20,322.051,63,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,21,287.085,50,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,22,214.144,16,0,0,7,24,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,23,559.165,57,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,24,508.482,49,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,25,524.314,53,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,26,204.783,22,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,27,244.12,10,0,0,11,0,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,28,452.327,44,0,0,5,37,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,29,368.67,50,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,30,563.844,57,0,0,8,18,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,31,368.163,82,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,32,409.017,40,0,0,10,5,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,33,237.71,33,0,0,9,11,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,34,558.581,81,0,0,11,1,0.0
with-fail,cenario2_tempo_aleatorio/180-600s_30percent,35,550.773,42,0,0,9,11,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,1,315.772,37,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,2,201.443,25,0,0,6,30,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,3,,0,0,0,10,5,
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,4,465.021,57,0,0,11,1,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,5,418.496,49,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,6,463.199,52,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,7,172.416,33,0,0,11,1,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,8,602.991,39,0,0,11,1,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,9,285.168,19,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,10,512.971,58,0,0,8,18,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,11,450.062,33,0,0,9,11,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,12,434.38,62,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,13,246.634,52,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,14,440.592,29,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,15,488.922,43,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,16,192.725,8,0,0,6,30,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,17,401.155,16,0,0,8,18,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,18,573.727,63,0,0,11,1,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,19,309.605,18,0,0,6,30,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,20,167.373,26,0,0,6,30,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,21,,0,0,0,10,5,
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,22,370.058,46,0,0,8,18,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,23,557.818,67,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,24,462.892,54,0,0,11,1,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,25,342.385,52,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,26,352.177,68,0,0,11,2,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,27,564.297,33,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,28,501.65,22,0,0,9,11,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,29,253.719,16,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,30,264.291,35,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,31,,0,0,0,11,0,
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,32,459.048,56,0,0,11,0,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,33,192.327,19,0,0,7,24,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,34,547.851,70,0,0,10,5,0.0
with-fail,cenario3_tudo_aleatorio/180-600s_10-30percent,35,,0,0,0,11,2,
