approach,scenario,run,num_leader_failures,orphan_total,rl_successful_realloc,rl_failed_realloc,realloc_rate,rl_new_clusters,rl_realloc_existing
rl3,cenario2_tempo_aleatorio/180-600s_10percent,13,1,4,4,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,14,1,16,14,2,0.875,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,15,1,11,10,1,0.9091,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,16,1,36,33,3,0.9167,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,17,1,26,26,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,18,1,7,7,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,19,1,29,27,2,0.931,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,20,1,19,17,2,0.8947,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,21,1,10,7,3,0.7,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,22,1,31,30,1,0.9677,1,3
rl3,cenario2_tempo_aleatorio/180-600s_10percent,23,1,29,28,1,0.9655,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,24,1,27,27,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,25,1,28,26,2,0.9286,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,26,1,14,14,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,27,1,24,22,2,0.9167,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,28,1,28,28,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,29,1,29,29,0,1.0,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,30,1,30,29,1,0.9667,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,31,1,17,16,1,0.9412,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,32,1,10,9,1,0.9,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,33,1,11,10,1,0.9091,1,1
rl3,cenario2_tempo_aleatorio/180-600s_10percent,34,1,14,14,0,1.0,1,0
rl3,cenario2_tempo_aleatorio/180-600s_10percent,35,1,31,30,1,0.9677,1,1
rl3,cenario2_tempo_aleatorio/180-600s_20percent,1,1,21,21,0,1.0,0,21
rl3,cenario2_tempo_aleatorio/180-600s_20percent,2,2,7,6,1,0.8571,0,6
rl3,cenario2_tempo_aleatorio/180-600s_20percent,3,2,13,12,1,0.9231,0,12
rl3,cenario2_tempo_aleatorio/180-600s_20percent,4,1,5,5,0,1.0,0,5
rl3,cenario2_tempo_aleatorio/180-600s_20percent,5,1,12,11,1,0.9167,0,11
rl3,cenario2_tempo_aleatorio/180-600s_20percent,6,1,24,23,1,0.9583,1,20
rl3,cenario2_tempo_aleatorio/180-600s_20percent,7,1,11,10,1,0.9091,0,10
rl3,cenario2_tempo_aleatorio/180-600s_20percent,8,2,31,30,1,0.9677,0,30
rl3,cenario2_tempo_aleatorio/180-600s_20percent,9,2,29,24,5,0.8276,0,24
rl3,cenario2_tempo_aleatorio/180-600s_20percent,10,2,41,39,2,0.9512,0,39
rl3,cenario2_tempo_aleatorio/180-600s_20percent,11,1,13,12,1,0.9231,0,12
rl3,cenario2_tempo_aleatorio/180-600s_20percent,12,2,48,43,5,0.8958,0,43
rl3,cenario2_tempo_aleatorio/180-600s_20percent,13,1,19,19,0,1.0,0,19
rl3,cenario2_tempo_aleatorio/180-600s_20percent,14,1,26,26,0,1.0,0,26
rl3,cenario2_tempo_aleatorio/180-600s_20percent,15,2,28,27,1,0.9643,0,27
rl3,cenario2_tempo_aleatorio/180-600s_20percent,16,1,24,21,3,0.875,0,21
rl3,cenario2_tempo_aleatorio/180-600s_20percent,17,2,50,48,2,0.96,1,45
rl3,cenario2_tempo_aleatorio/180-600s_20percent,18,2,45,44,1,0.9778,1,42
rl3,cenario2_tempo_aleatorio/180-600s_20percent,19,2,34,34,0,1.0,1,32
rl3,cenario2_tempo_aleatorio/180-600s_20percent,20,2,13,12,1,0.9231,0,12
rl3,cenario2_tempo_aleatorio/180-600s_20percent,21,1,7,7,0,1.0,0,7
rl3,cenario2_tempo_aleatorio/180-600s_20percent,22,1,10,10,0,1.0,0,10
rl3,cenario2_tempo_aleatorio/180-600s_20percent,23,2,35,30,5,0.8571,0,30
rl3,cenario2_tempo_aleatorio/180-600s_20percent,24,2,49,45,4,0.9184,0,45
rl3,cenario2_tempo_aleatorio/180-600s_20percent,25,1,17,16,1,0.9412,0,16
rl3,cenario2_tempo_aleatorio/180-600s_20percent,26,1,23,22,1,0.9565,0,22
rl3,cenario2_tempo_aleatorio/180-600s_20percent,27,1,24,24,0,1.0,1,22
rl3,cenario2_tempo_aleatorio/180-600s_20percent,28,1,9,8,1,0.8889,0,8
rl3,cenario2_tempo_aleatorio/180-600s_20percent,29,1,20,20,0,1.0,1,18
rl3,cenario2_tempo_aleatorio/180-600s_20percent,30,1,24,22,2,0.9167,0,22
rl3,cenario2_tempo_aleatorio/180-600s_20percent,31,2,40,40,0,1.0,1,38
rl3,cenario2_tempo_aleatorio/180-600s_20percent,32,2,50,47,3,0.94,0,47
rl3,cenario2_tempo_aleatorio/180-600s_20percent,33,1,19,18,1,0.9474,0,18
rl3,cenario2_tempo_aleatorio/180-600s_20percent,34,1,13,13,0,1.0,0,13
rl3,cenario2_tempo_aleatorio/180-600s_20percent,35,2,56,53,3,0.9464,0,53
rl3,cenario2_tempo_aleatorio/180-600s_30percent,1,1,22,21,1,0.9545,1,0
rl3,cenario2_tempo_aleatorio/180-600s_30percent,2,2,42,41,1,0.9762,1,24
rl3,cenario2_tempo_aleatorio/180-600s_30percent,3,2,38,36,2,0.9474,2,2
rl3,cenario2_tempo_aleatorio/180-600s_30percent,4,3,48,46,2,0.9583,2,27
rl3,cenario2_tempo_aleatorio/180-600s_30percent,5,2,44,40,4,0.9091,2,0
rl3,cenario2_tempo_aleatorio/180-600s_30percent,6,3,52,52,0,1.0,2,11
rl3,cenario2_tempo_aleatorio/180-600s_30percent,7,3,65,64,1,0.9846,3,3
rl3,cenario2_tempo_aleatorio/180-600s_30percent,8,1,22,20,2,0.9091,1,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,9,2,28,27,1,0.9643,2,6
rl3,cenario2_tempo_aleatorio/180-600s_30percent,10,2,42,40,2,0.9524,2,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,11,3,54,53,1,0.9815,2,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,12,2,48,47,1,0.9792,2,22
rl3,cenario2_tempo_aleatorio/180-600s_30percent,13,2,61,58,3,0.9508,2,3
rl3,cenario2_tempo_aleatorio/180-600s_30percent,14,1,19,19,0,1.0,1,2
rl3,cenario2_tempo_aleatorio/180-600s_30percent,15,3,66,63,3,0.9545,2,12
rl3,cenario2_tempo_aleatorio/180-600s_30percent,16,3,72,70,2,0.9722,3,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,17,2,76,74,2,0.9737,2,2
rl3,cenario2_tempo_aleatorio/180-600s_30percent,18,1,20,20,0,1.0,1,2
rl3,cenario2_tempo_aleatorio/180-600s_30percent,19,2,39,39,0,1.0,1,18
rl3,cenario2_tempo_aleatorio/180-600s_30percent,20,2,36,34,2,0.9444,2,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,21,3,50,48,2,0.96,2,7
rl3,cenario2_tempo_aleatorio/180-600s_30percent,22,3,38,36,2,0.9474,1,11
rl3,cenario2_tempo_aleatorio/180-600s_30percent,23,2,40,39,1,0.975,2,2
rl3,cenario2_tempo_aleatorio/180-600s_30percent,24,3,58,56,2,0.9655,2,8
rl3,cenario2_tempo_aleatorio/180-600s_30percent,25,3,62,60,2,0.9677,3,3
rl3,cenario2_tempo_aleatorio/180-600s_30percent,26,3,29,28,1,0.9655,3,7
rl3,cenario2_tempo_aleatorio/180-600s_30percent,27,2,44,42,2,0.9545,2,0
rl3,cenario2_tempo_aleatorio/180-600s_30percent,28,3,38,38,0,1.0,2,4
rl3,cenario2_tempo_aleatorio/180-600s_30percent,29,3,62,59,3,0.9516,3,4
rl3,cenario2_tempo_aleatorio/180-600s_30percent,30,2,37,36,1,0.973,2,1
rl3,cenario2_tempo_aleatorio/180-600s_30percent,31,3,49,47,2,0.9592,1,32
rl3,cenario2_tempo_aleatorio/180-600s_30percent,32,2,42,40,2,0.9524,1,10
rl3,cenario2_tempo_aleatorio/180-600s_30percent,33,2,20,18,2,0.9,2,0
rl3,cenario2_tempo_aleatorio/180-600s_30percent,34,3,42,41,1,0.9762,2,27
rl3,cenario2_tempo_aleatorio/180-600s_30percent,35,2,65,63,2,0.9692,2,1
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,1,2,37,35,2,0.9459,2,30
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,2,1,33,32,1,0.9697,1,29
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,3,1,2,2,0,1.0,0,2
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,4,1,31,31,0,1.0,0,31
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,5,2,32,31,1,0.9688,1,29
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,6,1,10,10,0,1.0,0,10
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,7,2,14,13,1,0.9286,0,13
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,8,2,45,43,2,0.9556,1,40
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,9,2,33,32,1,0.9697,0,32
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,10,2,42,40,2,0.9524,1,36
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,11,1,3,3,0,1.0,0,3
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,12,1,25,23,2,0.92,0,23
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,13,1,6,5,1,0.8333,0,5
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,14,2,58,57,1,0.9828,1,54
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,15,1,12,12,0,1.0,0,12
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,16,1,20,20,0,1.0,0,20
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,17,1,23,21,2,0.913,0,21
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,18,2,39,38,1,0.9744,0,38
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,19,1,25,24,1,0.96,0,24
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,20,2,32,29,3,0.9062,1,27
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,21,1,29,28,1,0.9655,0,28
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,22,2,31,30,1,0.9677,1,28
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,23,3,68,64,4,0.9412,0,64
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,24,1,23,23,0,1.0,1,21
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,25,2,31,28,3,0.9032,0,28
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,26,2,45,43,2,0.9556,0,43
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,27,1,25,23,2,0.92,0,23
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,28,1,15,15,0,1.0,0,15
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,29,1,24,24,0,1.0,0,24
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,30,2,53,52,1,0.9811,1,50
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,31,2,38,37,1,0.9737,1,35
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,32,2,48,44,4,0.9167,0,44
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,33,1,24,23,1,0.9583,0,23
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,34,2,52,49,3,0.9423,0,49
rl3,cenario3_tudo_aleatorio/180-600s_10-30percent,35,3,32,30,2,0.9375,0,30
rl3.1,cenario1_tempo_fixo/310s_10percent,1,1,30,30,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,2,1,31,29,2,0.9355,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,3,1,18,18,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,4,1,18,18,0,1.0,1,2
rl3.1,cenario1_tempo_fixo/310s_10percent,5,1,1,0,1,0.0,0,0
rl3.1,cenario1_tempo_fixo/310s_10percent,6,1,26,25,1,0.9615,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,7,1,23,23,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,8,1,7,6,1,0.8571,0,6
rl3.1,cenario1_tempo_fixo/310s_10percent,9,1,27,26,1,0.963,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,10,1,21,19,2,0.9048,1,2
rl3.1,cenario1_tempo_fixo/310s_10percent,11,1,33,33,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,12,1,21,21,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,13,1,26,26,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,14,1,37,37,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,15,1,25,25,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,16,1,18,18,0,1.0,1,3
rl3.1,cenario1_tempo_fixo/310s_10percent,17,1,7,7,0,1.0,0,7
rl3.1,cenario1_tempo_fixo/310s_10percent,18,1,18,18,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,19,1,13,12,1,0.9231,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,20,1,19,18,1,0.9474,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,21,1,32,29,3,0.9062,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,22,1,37,36,1,0.973,1,2
rl3.1,cenario1_tempo_fixo/310s_10percent,23,1,5,5,0,1.0,0,5
rl3.1,cenario1_tempo_fixo/310s_10percent,24,1,28,27,1,0.9643,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,25,1,19,18,1,0.9474,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,26,1,29,29,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,27,1,20,20,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,28,1,1,0,1,0.0,0,0
rl3.1,cenario1_tempo_fixo/310s_10percent,29,1,24,23,1,0.9583,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,30,1,29,27,2,0.931,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,31,1,12,12,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_10percent,32,1,13,13,0,1.0,0,13
rl3.1,cenario1_tempo_fixo/310s_10percent,33,1,19,19,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,34,1,12,12,0,1.0,1,1
rl3.1,cenario1_tempo_fixo/310s_10percent,35,1,17,17,0,1.0,1,0
rl3.1,cenario1_tempo_fixo/310s_20percent,1,1,22,20,2,0.9091,0,20
rl3.1,cenario1_tempo_fixo/310s_20percent,2,2,50,49,1,0.98,0,49
rl3.1,cenario1_tempo_fixo/310s_20percent,3,1,21,21,0,1.0,0,21
rl3.1,cenario1_tempo_fixo/310s_20percent,4,1,27,27,0,1.0,0,27
rl3.1,cenario1_tempo_fixo/310s_20percent,5,2,60,58,2,0.9667,0,58
rl3.1,cenario1_tempo_fixo/310s_20percent,6,1,16,14,2,0.875,0,14
rl3.1,cenario1_tempo_fixo/310s_20percent,7,2,54,52,2,0.963,1,50
rl3.1,cenario1_tempo_fixo/310s_20percent,8,2,38,35,3,0.9211,0,35
rl3.1,cenario1_tempo_fixo/310s_20percent,9,1,37,37,0,1.0,1,35
rl3.1,cenario1_tempo_fixo/310s_20percent,10,1,23,22,1,0.9565,0,22
rl3.1,cenario1_tempo_fixo/310s_20percent,11,2,21,18,3,0.8571,0,18
rl3.1,cenario1_tempo_fixo/310s_20percent,12,1,15,15,0,1.0,0,15
rl3.1,cenario1_tempo_fixo/310s_20percent,13,1,22,21,1,0.9545,0,21
rl3.1,cenario1_tempo_fixo/310s_20percent,14,2,22,21,1,0.9545,0,21
rl3.1,cenario1_tempo_fixo/310s_20percent,15,1,28,27,1,0.9643,0,27
rl3.1,cenario1_tempo_fixo/310s_20percent,16,2,52,49,3,0.9423,0,49
rl3.1,cenario1_tempo_fixo/310s_20percent,17,1,25,24,1,0.96,0,24
rl3.1,cenario1_tempo_fixo/310s_20percent,18,2,26,26,0,1.0,0,26
rl3.1,cenario1_tempo_fixo/310s_20percent,19,1,16,15,1,0.9375,0,15
rl3.1,cenario1_tempo_fixo/310s_20percent,20,1,25,22,3,0.88,0,22
rl3.1,cenario1_tempo_fixo/310s_20percent,21,1,25,22,3,0.88,0,22
rl3.1,cenario1_tempo_fixo/310s_20percent,22,1,33,30,3,0.9091,0,30
rl3.1,cenario1_tempo_fixo/310s_20percent,23,1,15,14,1,0.9333,0,14
rl3.1,cenario1_tempo_fixo/310s_20percent,24,1,21,21,0,1.0,0,21
rl3.1,cenario1_tempo_fixo/310s_20percent,25,2,20,17,3,0.85,0,17
rl3.1,cenario1_tempo_fixo/310s_20percent,26,1,23,23,0,1.0,1,21
rl3.1,cenario1_tempo_fixo/310s_20percent,27,1,32,30,2,0.9375,1,28
rl3.1,cenario1_tempo_fixo/310s_20percent,28,1,38,37,1,0.9737,0,37
rl3.1,cenario1_tempo_fixo/310s_20percent,29,1,30,29,1,0.9667,0,29
rl3.1,cenario1_tempo_fixo/310s_20percent,30,1,24,23,1,0.9583,0,23
rl3.1,cenario1_tempo_fixo/310s_20percent,31,1,11,10,1,0.9091,0,10
rl3.1,cenario1_tempo_fixo/310s_20percent,32,1,2,2,0,1.0,0,2
rl3.1,cenario1_tempo_fixo/310s_20percent,33,1,18,17,1,0.9444,0,17
rl3.1,cenario1_tempo_fixo/310s_20percent,34,2,56,53,3,0.9464,1,25
rl3.1,cenario1_tempo_fixo/310s_20percent,35,2,33,30,3,0.9091,1,10
rl3.1,cenario1_tempo_fixo/310s_30percent,1,3,31,27,4,0.871,0,27
rl3.1,cenario1_tempo_fixo/310s_30percent,2,2,20,19,1,0.95,0,19
rl3.1,cenario1_tempo_fixo/310s_30percent,3,2,56,54,2,0.9643,1,50
rl3.1,cenario1_tempo_fixo/310s_30percent,4,1,19,19,0,1.0,0,19
rl3.1,cenario1_tempo_fixo/310s_30percent,5,2,50,48,2,0.96,0,48
rl3.1,cenario1_tempo_fixo/310s_30percent,6,2,31,31,0,1.0,0,31
rl3.1,cenario1_tempo_fixo/310s_30percent,7,2,28,27,1,0.9643,0,27
rl3.1,cenario1_tempo_fixo/310s_30percent,8,1,23,22,1,0.9565,0,22
rl3.1,cenario1_tempo_fixo/310s_30percent,9,2,48,47,1,0.9792,2,42
rl3.1,cenario1_tempo_fixo/310s_30percent,10,2,32,30,2,0.9375,0,30
rl3.1,cenario1_tempo_fixo/310s_30percent,11,1,17,17,0,1.0,1,14
rl3.1,cenario1_tempo_fixo/310s_30percent,12,3,34,33,1,0.9706,1,31
rl3.1,cenario1_tempo_fixo/310s_30percent,13,3,60,58,2,0.9667,0,58
rl3.1,cenario1_tempo_fixo/310s_30percent,14,2,59,56,3,0.9492,1,54
rl3.1,cenario1_tempo_fixo/310s_30percent,15,1,27,26,1,0.963,1,24
rl3.1,cenario1_tempo_fixo/310s_30percent,16,2,52,51,1,0.9808,0,51
rl3.1,cenario1_tempo_fixo/310s_30percent,17,2,29,27,2,0.931,0,27
rl3.1,cenario1_tempo_fixo/310s_30percent,18,1,22,20,2,0.9091,0,20
rl3.1,cenario1_tempo_fixo/310s_30percent,19,3,45,42,3,0.9333,1,40
rl3.1,cenario1_tempo_fixo/310s_30percent,20,2,54,50,4,0.9259,0,50
rl3.1,cenario1_tempo_fixo/310s_30percent,21,3,57,55,2,0.9649,1,53
rl3.1,cenario1_tempo_fixo/310s_30percent,22,2,45,45,0,1.0,0,45
rl3.1,cenario1_tempo_fixo/310s_30percent,23,2,26,25,1,0.9615,0,25
rl3.1,cenario1_tempo_fixo/310s_30percent,24,3,65,65,0,1.0,2,43
rl3.1,cenario1_tempo_fixo/310s_30percent,25,2,27,26,1,0.963,1,8
rl3.1,cenario1_tempo_fixo/310s_30percent,26,2,31,29,2,0.9355,1,9
rl3.1,cenario1_tempo_fixo/310s_30percent,27,3,25,25,0,1.0,2,12
rl3.1,cenario1_tempo_fixo/310s_30percent,28,3,38,36,2,0.9474,1,11
rl3.1,cenario1_tempo_fixo/310s_30percent,29,2,36,34,2,0.9444,1,27
rl3.1,cenario1_tempo_fixo/310s_30percent,30,3,58,56,2,0.9655,3,5
rl3.1,cenario1_tempo_fixo/310s_30percent,31,2,38,35,3,0.9211,1,13
rl3.1,cenario1_tempo_fixo/310s_30percent,32,1,27,27,0,1.0,1,2
rl3.1,cenario1_tempo_fixo/310s_30percent,33,2,37,35,2,0.9459,2,0
rl3.1,cenario1_tempo_fixo/310s_30percent,34,3,60,60,0,1.0,2,9
rl3.1,cenario1_tempo_fixo/310s_30percent,35,1,11,11,0,1.0,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,1,1,16,15,1,0.9375,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,2,1,23,22,1,0.9565,1,2
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,3,1,25,24,1,0.96,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,4,1,7,5,2,0.7143,0,5
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,5,1,8,8,0,1.0,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,6,1,23,23,0,1.0,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,7,1,28,27,1,0.9643,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,8,1,28,27,1,0.9643,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,9,1,26,25,1,0.9615,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,10,1,12,11,1,0.9167,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,11,1,33,33,0,1.0,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,12,1,24,23,1,0.9583,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,13,1,14,14,0,1.0,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,14,1,37,36,1,0.973,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,15,1,7,7,0,1.0,0,7
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,16,1,23,23,0,1.0,1,2
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,17,1,20,20,0,1.0,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,18,1,19,17,2,0.8947,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,19,1,22,21,1,0.9545,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,20,1,28,27,1,0.9643,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,21,1,4,3,1,0.75,0,3
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,22,1,20,20,0,1.0,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,23,1,28,28,0,1.0,1,2
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,24,1,25,24,1,0.96,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,25,1,10,10,0,1.0,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,26,1,9,8,1,0.8889,0,8
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,27,1,28,27,1,0.9643,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,28,1,23,21,2,0.913,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,29,1,20,19,1,0.95,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,30,1,33,32,1,0.9697,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,31,1,15,15,0,1.0,0,15
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,32,1,10,8,2,0.8,0,8
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,33,1,18,16,2,0.8889,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,34,1,27,26,1,0.963,1,1
rl3.1,cenario2_tempo_aleatorio/180-600s_10percent,35,1,19,19,0,1.0,1,0
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,1,1,33,31,2,0.9394,0,31
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,2,2,48,46,2,0.9583,0,46
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,3,1,33,32,1,0.9697,0,32
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,4,2,26,24,2,0.9231,0,24
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,5,2,14,14,0,1.0,1,12
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,6,2,42,38,4,0.9048,0,38
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,7,1,17,17,0,1.0,0,17
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,8,1,32,31,1,0.9688,0,31
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,9,1,28,26,2,0.9286,1,24
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,10,2,18,17,1,0.9444,0,17
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,11,2,41,40,1,0.9756,1,38
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,12,2,54,47,7,0.8704,0,47
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,13,1,15,12,3,0.8,0,12
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,14,1,24,24,0,1.0,1,22
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,15,2,53,51,2,0.9623,0,51
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,16,1,28,22,6,0.7857,0,22
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,17,1,27,26,1,0.963,0,26
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,18,2,51,49,2,0.9608,0,49
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,19,1,21,19,2,0.9048,0,19
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,20,1,24,23,1,0.9583,0,23
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,21,2,47,44,3,0.9362,0,44
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,22,2,50,48,2,0.96,0,48
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,23,1,13,13,0,1.0,0,13
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,24,1,25,21,4,0.84,0,21
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,25,1,34,34,0,1.0,0,34
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,26,2,54,52,2,0.963,0,52
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,27,1,14,13,1,0.9286,0,13
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,28,1,35,34,1,0.9714,0,34
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,29,2,50,47,3,0.94,0,47
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,30,2,38,38,0,1.0,1,36
rl3.1,cenario2_tempo_aleatorio/180-600s_20percent,31,1,21,21,0,1.0,0,21
