approach,scenario,run,state,state_name,action,action_name,qvalue
rl3,cenario1_tempo_fixo/310s_10percent,2,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,2,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,7.04151
rl3,cenario1_tempo_fixo/310s_10percent,3,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,3.857
rl3,cenario1_tempo_fixo/310s_10percent,3,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,36.3814
rl3,cenario1_tempo_fixo/310s_10percent,3,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,3,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,7.04151
rl3,cenario1_tempo_fixo/310s_10percent,4,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,3.857
rl3,cenario1_tempo_fixo/310s_10percent,4,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,38.8882
rl3,cenario1_tempo_fixo/310s_10percent,4,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,4,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,7.04151
rl3,cenario1_tempo_fixo/310s_10percent,5,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,8.02624
rl3,cenario1_tempo_fixo/310s_10percent,5,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,51.5008
rl3,cenario1_tempo_fixo/310s_10percent,5,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,5,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,7.04151
rl3,cenario1_tempo_fixo/310s_10percent,6,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,8.02624
rl3,cenario1_tempo_fixo/310s_10percent,6,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,58.2879
rl3,cenario1_tempo_fixo/310s_10percent,6,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,6,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,15.539
rl3,cenario1_tempo_fixo/310s_10percent,7,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,8.02624
rl3,cenario1_tempo_fixo/310s_10percent,7,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,65.5388
rl3,cenario1_tempo_fixo/310s_10percent,7,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,7,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,19.8443
rl3,cenario1_tempo_fixo/310s_10percent,8,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,8.02624
rl3,cenario1_tempo_fixo/310s_10percent,8,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,75.0163
rl3,cenario1_tempo_fixo/310s_10percent,8,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,8,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,24.1781
rl3,cenario1_tempo_fixo/310s_10percent,9,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,9,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,80.9539
rl3,cenario1_tempo_fixo/310s_10percent,9,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,9,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,24.1781
rl3,cenario1_tempo_fixo/310s_10percent,10,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,10,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,85.7693
rl3,cenario1_tempo_fixo/310s_10percent,10,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,10,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,29.0665
rl3,cenario1_tempo_fixo/310s_10percent,11,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,11,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,87.3861
rl3,cenario1_tempo_fixo/310s_10percent,11,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,11,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,29.0665
rl3,cenario1_tempo_fixo/310s_10percent,12,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,12,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,89.3672
rl3,cenario1_tempo_fixo/310s_10percent,12,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,12,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,33.7857
rl3,cenario1_tempo_fixo/310s_10percent,13,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,13,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,90.6695
rl3,cenario1_tempo_fixo/310s_10percent,13,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,13,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,38.1165
rl3,cenario1_tempo_fixo/310s_10percent,14,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,15.2306
rl3,cenario1_tempo_fixo/310s_10percent,14,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,91.7296
rl3,cenario1_tempo_fixo/310s_10percent,14,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,14,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,42.0605
rl3,cenario1_tempo_fixo/310s_10percent,15,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,23.0801
rl3,cenario1_tempo_fixo/310s_10percent,15,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,93.0982
rl3,cenario1_tempo_fixo/310s_10percent,15,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,15,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,45.7983
rl3,cenario1_tempo_fixo/310s_10percent,16,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,30.1873
rl3,cenario1_tempo_fixo/310s_10percent,16,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,94.5774
rl3,cenario1_tempo_fixo/310s_10percent,16,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,16,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,45.7983
rl3,cenario1_tempo_fixo/310s_10percent,17,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,30.1873
rl3,cenario1_tempo_fixo/310s_10percent,17,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,95.1449
rl3,cenario1_tempo_fixo/310s_10percent,17,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,17,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,45.7983
rl3,cenario1_tempo_fixo/310s_10percent,18,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,36.8076
rl3,cenario1_tempo_fixo/310s_10percent,18,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,96.2614
rl3,cenario1_tempo_fixo/310s_10percent,18,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,18,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,45.7983
rl3,cenario1_tempo_fixo/310s_10percent,19,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,42.8132
rl3,cenario1_tempo_fixo/310s_10percent,19,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,96.6189
rl3,cenario1_tempo_fixo/310s_10percent,19,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,19,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,49.4911
rl3,cenario1_tempo_fixo/310s_10percent,20,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,42.8132
rl3,cenario1_tempo_fixo/310s_10percent,20,0,SIM_ORPHAN_HIGH,2,FORM_NEW_CLUST,97.4737
rl3,cenario1_tempo_fixo/310s_10percent,20,1,SIM_EXISTING_HIGH,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,1,SIM_EXISTING_HIGH,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,1,SIM_EXISTING_HIGH,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,2,SIM_ORPHAN_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,2,SIM_ORPHAN_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,2,SIM_ORPHAN_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,3,SIM_EXISTING_LOW,0,DO_NOT_ALLOC,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,3,SIM_EXISTING_LOW,1,REALLOC_EXIST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,20,3,SIM_EXISTING_LOW,2,FORM_NEW_CLUST,0.0
rl3,cenario1_tempo_fixo/310s_10percent,21,0,SIM_ORPHAN_HIGH,0,DO_NOT_ALLOC,49.4911
rl3,cenario1_tempo_fixo/310s_10percent,21,0,SIM_ORPHAN_HIGH,1,REALLOC_EXIST,57.7589
