state,action,qvalue
0,0,74.3986
0,1,89.6438
0,2,99.7471
1,0,0
1,1,0
1,2,-1
2,0,0.463512
2,1,51.5008
2,2,3.79496
3,0,0
3,1,0
3,2,0
