state,action,qvalue
0,0,35.9578
0,1,69.1698
0,2,61.0546
1,0,-0.5
1,1,1.3
1,2,-1
2,0,1.83533
2,1,26.0365
2,2,4.90055
3,0,0
3,1,0
3,2,0
