state,action,qvalue
0,0,73.8765
0,1,93.1352
0,2,119.751
1,0,-0.5
1,1,2.587
1,2,-1
2,0,8.26825
2,1,46.2324
2,2,17.8833
3,0,0
3,1,0
3,2,0
