state,action,qvalue
0,0,33.561
0,1,72.5325
0,2,59.3831
1,0,-0.5
1,1,1.3
1,2,-1
2,0,1.83533
2,1,26.0365
2,2,4.90055
3,0,0
3,1,0
3,2,0
