state,action,qvalue
0,0,5.04254
0,1,40.5459
0,2,14.9673
1,0,-0.5
1,1,0
1,2,-1
2,0,-0.5
2,1,3.57918
2,2,0
3,0,0
3,1,0
3,2,0
