state,action,qvalue
0,0,44.8264
0,1,70.1599
0,2,65.9524
1,0,-0.5
1,1,1.3
1,2,-1
2,0,1.83533
2,1,26.0365
2,2,4.90055
3,0,0
3,1,0
3,2,0
