state,action,qvalue
0,0,55.4967
0,1,78.7292
0,2,93.6069
1,0,-0.5
1,1,1.3
1,2,-1
2,0,1.83533
2,1,41.9069
2,2,4.90055
3,0,0
3,1,0
3,2,0
