state,action,qvalue
0,0,58.5736
0,1,78.7292
0,2,99.5399
1,0,-0.5
1,1,2.587
1,2,-1
2,0,5.19872
2,1,45.3611
2,2,13.8898
3,0,0
3,1,0
3,2,0
