state,action,qvalue
0,0,58.5736
0,1,78.7292
0,2,101.693
1,0,-0.5
1,1,2.587
1,2,-1
2,0,1.83533
2,1,42.9704
2,2,9.49213
3,0,0
3,1,0
3,2,0
