state,action,qvalue
0,0,8.70525
0,1,51.8992
0,2,35.6823
1,0,-0.5
1,1,0
1,2,-1
2,0,0.559113
2,1,17.6215
2,2,2.13329
3,0,0
3,1,0
3,2,0
