state,action,qvalue
0,0,73.0005
0,1,83.8972
0,2,124.738
1,0,0
1,1,1.3
1,2,0
2,0,-0.5
2,1,0.839059
2,2,27.5557
3,0,0
3,1,0
3,2,0
