state,action,qvalue
0,0,82.7503
0,1,91.0771
0,2,127.316
1,0,0
1,1,1.3
1,2,0
2,0,-0.5
2,1,0.839059
2,2,41.8919
3,0,0
3,1,0
3,2,0
