state,action,qvalue
0,0,87.9435
0,1,94.3247
0,2,128.471
1,0,0
1,1,1.3
1,2,0
2,0,-0.5
2,1,0.839059
2,2,41.8919
3,0,0
3,1,0
3,2,0
