state,action,qvalue
0,0,72.1368
0,1,99.6295
0,2,86.2828
1,0,-0.5
1,1,1.99
1,2,0
2,0,0
2,1,44.1735
2,2,8.04871
3,0,0
3,1,0
3,2,0
