state,action,qvalue
0,0,2.08946
0,1,39.4994
0,2,12.8023
1,0,0
1,1,0
1,2,0
2,0,-0.0589104
2,1,10.4662
2,2,4.10064
3,0,0
3,1,0
3,2,0
